row_index,image_id,true_label,true_class,VGG_pred,VGG_conf,VGG_ptrue,VGG_error,ResNet_pred,ResNet_conf,ResNet_ptrue,ResNet_error,EffNet_pred,EffNet_conf,EffNet_ptrue,EffNet_error,n_wrong,category,wrong_set,mean_conf,min_conf,conf_range,mean_ptrue,min_ptrue,mean_conf_wrong_models,mean_ptrue_wrong_models,n_unique_preds,agreement_level,vote_entropy_bits,jsd_bits,unanimous_outcome
676,676,1,meningioma,1,1.0,1.0,0,1,0.998046875,0.998046875,0,1,0.919921875,0.919921875,0,0,correct_all,none,0.97265625,0.919921875,0.080078125,0.97265625,0.919921875,,,1,unanimous,-0.0,0.04146432345219678,unanimous_correct
677,677,1,meningioma,1,0.9951171875,0.9951171875,0,0,0.72265625,0.277587890625,1,0,0.701171875,0.28125,1,2,two_model_failures,ResNet+EffNet,0.8063151041666666,0.701171875,0.2939453125,0.5179850260416666,0.277587890625,0.7119140625,0.2794189453125,2,split_2_1,0.9182958340544896,0.42172077469502744,disagreement
678,678,1,meningioma,1,0.9970703125,0.9970703125,0,1,1.0,1.0,0,1,0.9951171875,0.9951171875,0,0,correct_all,none,0.9973958333333334,0.9951171875,0.0048828125,0.9973958333333334,0.9951171875,,,1,unanimous,-0.0,0.0017420581080681181,unanimous_correct
679,679,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.83740234375,0.83740234375,0,0,correct_all,none,0.94580078125,0.83740234375,0.16259765625,0.94580078125,0.83740234375,,,1,unanimous,-0.0,0.0902966075991764,unanimous_correct
680,680,1,meningioma,1,0.998046875,0.998046875,0,1,0.94140625,0.94140625,0,1,0.9462890625,0.9462890625,0,0,correct_all,none,0.9619140625,0.94140625,0.056640625,0.9619140625,0.94140625,,,1,unanimous,-0.0,0.01999893050541951,unanimous_correct
681,681,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.94970703125,0.94970703125,0,0,correct_all,none,0.9832356770833334,0.94970703125,0.05029296875,0.9832356770833334,0.94970703125,,,1,unanimous,-0.0,0.026152361380407316,unanimous_correct
682,682,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.96875,0.96875,0,0,correct_all,none,0.9895833333333334,0.96875,0.03125,0.9895833333333334,0.96875,,,1,unanimous,-0.0,0.0162746209952693,unanimous_correct
683,683,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.798828125,0.798828125,0,0,correct_all,none,0.9329427083333334,0.798828125,0.201171875,0.9329427083333334,0.798828125,,,1,unanimous,-0.0,0.11233711370591032,unanimous_correct
684,684,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.79296875,0.79296875,0,0,correct_all,none,0.9309895833333334,0.79296875,0.20703125,0.9309895833333334,0.79296875,,,1,unanimous,-0.0,0.11632160132917174,unanimous_correct
685,685,1,meningioma,1,0.9990234375,0.9990234375,0,1,1.0,1.0,0,1,0.9873046875,0.9873046875,0,0,correct_all,none,0.9954427083333334,0.9873046875,0.0126953125,0.9954427083333334,0.9873046875,,,1,unanimous,-0.0,0.006256395214656936,unanimous_correct
686,686,1,meningioma,1,0.9970703125,0.9970703125,0,1,0.9990234375,0.9990234375,0,1,0.92431640625,0.92431640625,0,0,correct_all,none,0.9734700520833334,0.92431640625,0.07470703125,0.9734700520833334,0.92431640625,,,1,unanimous,-0.0,0.03432416394157192,unanimous_correct
687,687,1,meningioma,1,0.9892578125,0.9892578125,0,1,0.998046875,0.998046875,0,1,0.95703125,0.95703125,0,0,correct_all,none,0.9814453125,0.95703125,0.041015625,0.9814453125,0.95703125,,,1,unanimous,-0.0,0.014137975642004502,unanimous_correct
688,688,1,meningioma,1,0.921875,0.921875,0,1,0.921875,0.921875,0,2,0.498046875,0.4921875,1,1,one_model_failure,EffNet,0.7805989583333334,0.498046875,0.423828125,0.7786458333333334,0.4921875,0.498046875,0.4921875,2,split_2_1,0.9182958340544896,0.17327206182296517,disagreement
689,689,1,meningioma,1,0.9970703125,0.9970703125,0,1,0.966796875,0.966796875,0,1,0.78466796875,0.78466796875,0,0,correct_all,none,0.9161783854166666,0.78466796875,0.21240234375,0.9161783854166666,0.78466796875,,,1,unanimous,-0.0,0.0896122674651112,unanimous_correct
690,690,1,meningioma,1,0.98388671875,0.98388671875,0,1,0.998046875,0.998046875,0,1,0.93359375,0.93359375,0,0,correct_all,none,0.9718424479166666,0.93359375,0.064453125,0.9718424479166666,0.93359375,,,1,unanimous,-0.0,0.022396486028702783,unanimous_correct
691,691,1,meningioma,1,0.84423828125,0.84423828125,0,1,0.8935546875,0.8935546875,0,1,0.69775390625,0.69775390625,0,0,correct_all,none,0.8118489583333334,0.69775390625,0.19580078125,0.8118489583333334,0.69775390625,,,1,unanimous,-0.0,0.03531284795868128,unanimous_correct
692,692,1,meningioma,1,1.0,1.0,0,1,0.9990234375,0.9990234375,0,1,0.85693359375,0.85693359375,0,0,correct_all,none,0.9519856770833334,0.85693359375,0.14306640625,0.9519856770833334,0.85693359375,,,1,unanimous,-0.0,0.07540858618544019,unanimous_correct
693,693,1,meningioma,1,0.9970703125,0.9970703125,0,1,0.994140625,0.994140625,0,2,0.62353515625,0.371826171875,1,1,one_model_failure,EffNet,0.87158203125,0.62353515625,0.37353515625,0.7876790364583334,0.371826171875,0.62353515625,0.371826171875,2,split_2_1,0.9182958340544896,0.4013988732886144,disagreement
694,694,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.998046875,0.998046875,0,0,correct_all,none,0.9993489583333334,0.998046875,0.001953125,0.9993489583333334,0.998046875,,,1,unanimous,-0.0,0.0008506754500320944,unanimous_correct
695,695,1,meningioma,1,0.9921875,0.9921875,0,1,0.75341796875,0.75341796875,0,3,0.591796875,0.404052734375,1,1,one_model_failure,EffNet,0.7791341145833334,0.591796875,0.400390625,0.716552734375,0.404052734375,0.591796875,0.404052734375,2,split_2_1,0.9182958340544896,0.24705367128336353,disagreement
696,696,1,meningioma,1,1.0,1.0,0,1,0.97900390625,0.97900390625,0,1,0.7216796875,0.7216796875,0,0,correct_all,none,0.9002278645833334,0.7216796875,0.2783203125,0.9002278645833334,0.7216796875,,,1,unanimous,-0.0,0.13504018420627634,unanimous_correct
697,697,1,meningioma,1,0.9892578125,0.9892578125,0,1,0.9912109375,0.9912109375,0,2,0.50341796875,0.496337890625,1,1,one_model_failure,EffNet,0.8279622395833334,0.50341796875,0.48779296875,0.8256022135416666,0.496337890625,0.50341796875,0.496337890625,2,split_2_1,0.9182958340544896,0.2823589179487037,disagreement
698,698,1,meningioma,1,0.7724609375,0.7724609375,0,1,0.54150390625,0.54150390625,0,0,0.84130859375,0.0831298828125,1,1,one_model_failure,EffNet,0.7184244791666666,0.54150390625,0.2998046875,0.4656982421875,0.0831298828125,0.84130859375,0.0831298828125,2,split_2_1,0.9182958340544896,0.591474205118228,disagreement
699,699,1,meningioma,1,0.9990234375,0.9990234375,0,1,1.0,1.0,0,1,0.97314453125,0.97314453125,0,0,correct_all,none,0.99072265625,0.97314453125,0.02685546875,0.99072265625,0.97314453125,,,1,unanimous,-0.0,0.01304600079740735,unanimous_correct
700,700,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.98388671875,0.98388671875,0,0,correct_all,none,0.99462890625,0.98388671875,0.01611328125,0.99462890625,0.98388671875,,,1,unanimous,-0.0,0.008852424455995302,unanimous_correct
701,701,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.82568359375,0.82568359375,0,0,correct_all,none,0.94189453125,0.82568359375,0.17431640625,0.94189453125,0.82568359375,,,1,unanimous,-0.0,0.09704896607296085,unanimous_correct
702,702,1,meningioma,1,0.705078125,0.705078125,0,1,0.9248046875,0.9248046875,0,1,0.4599609375,0.4599609375,0,0,correct_all,none,0.6966145833333334,0.4599609375,0.46484375,0.6966145833333334,0.4599609375,,,1,unanimous,-0.0,0.15348213086601348,unanimous_correct
703,703,1,meningioma,1,1.0,1.0,0,1,0.9931640625,0.9931640625,0,1,0.58984375,0.58984375,0,0,correct_all,none,0.8610026041666666,0.58984375,0.41015625,0.8610026041666666,0.58984375,,,1,unanimous,-0.0,0.2365445195890919,unanimous_correct
704,704,1,meningioma,1,0.9990234375,0.9990234375,0,1,0.998046875,0.998046875,0,1,0.802734375,0.802734375,0,0,correct_all,none,0.9332682291666666,0.802734375,0.1962890625,0.9332682291666666,0.802734375,,,1,unanimous,-0.0,0.10523049058084838,unanimous_correct
705,705,1,meningioma,1,0.9990234375,0.9990234375,0,1,0.8583984375,0.8583984375,0,1,0.95703125,0.95703125,0,0,correct_all,none,0.9381510416666666,0.8583984375,0.140625,0.9381510416666666,0.8583984375,,,1,unanimous,-0.0,0.05163628044328056,unanimous_correct
706,706,1,meningioma,1,0.990234375,0.990234375,0,1,1.0,1.0,0,1,0.990234375,0.990234375,0,0,correct_all,none,0.9934895833333334,0.990234375,0.009765625,0.9934895833333334,0.990234375,,,1,unanimous,-0.0,0.004115896138037992,unanimous_correct
707,707,1,meningioma,1,0.97900390625,0.97900390625,0,1,0.93115234375,0.93115234375,0,1,0.9580078125,0.9580078125,0,0,correct_all,none,0.9560546875,0.93115234375,0.0478515625,0.9560546875,0.93115234375,,,1,unanimous,-0.0,0.009778801459135122,unanimous_correct
708,708,1,meningioma,1,1.0,1.0,0,1,0.98193359375,0.98193359375,0,1,0.955078125,0.955078125,0,0,correct_all,none,0.97900390625,0.955078125,0.044921875,0.97900390625,0.955078125,,,1,unanimous,-0.0,0.015612319470080738,unanimous_correct
709,709,1,meningioma,1,0.99609375,0.99609375,0,1,0.9892578125,0.9892578125,0,1,0.92333984375,0.92333984375,0,0,correct_all,none,0.9695638020833334,0.92333984375,0.07275390625,0.9695638020833334,0.92333984375,,,1,unanimous,-0.0,0.0313244737533801,unanimous_correct
710,710,1,meningioma,1,0.998046875,0.998046875,0,1,0.9951171875,0.9951171875,0,1,0.82958984375,0.82958984375,0,0,correct_all,none,0.94091796875,0.82958984375,0.16845703125,0.94091796875,0.82958984375,,,1,unanimous,-0.0,0.0833945585383562,unanimous_correct
711,711,1,meningioma,1,0.43310546875,0.43310546875,0,1,0.9052734375,0.9052734375,0,1,0.5439453125,0.5439453125,0,0,correct_all,none,0.62744140625,0.43310546875,0.47216796875,0.62744140625,0.43310546875,,,1,unanimous,-0.0,0.2105300725909931,unanimous_correct
712,712,1,meningioma,1,1.0,1.0,0,1,0.9970703125,0.9970703125,0,1,0.955078125,0.955078125,0,0,correct_all,none,0.9840494791666666,0.955078125,0.044921875,0.9840494791666666,0.955078125,,,1,unanimous,-0.0,0.02082029923862877,unanimous_correct
713,713,1,meningioma,1,0.9873046875,0.9873046875,0,1,0.9560546875,0.9560546875,0,1,0.78369140625,0.78369140625,0,0,correct_all,none,0.9090169270833334,0.78369140625,0.20361328125,0.9090169270833334,0.78369140625,,,1,unanimous,-0.0,0.06997565574750825,unanimous_correct
714,714,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.890625,0.890625,0,0,correct_all,none,0.9635416666666666,0.890625,0.109375,0.9635416666666666,0.890625,,,1,unanimous,-0.0,0.05881665022389579,unanimous_correct
715,715,1,meningioma,1,0.9853515625,0.9853515625,0,1,1.0,1.0,0,1,0.79736328125,0.79736328125,0,0,correct_all,none,0.9275716145833334,0.79736328125,0.20263671875,0.9275716145833334,0.79736328125,,,1,unanimous,-0.0,0.09590352307778394,unanimous_correct
716,716,1,meningioma,1,0.9931640625,0.9931640625,0,1,0.82763671875,0.82763671875,0,1,0.93408203125,0.93408203125,0,0,correct_all,none,0.9182942708333334,0.82763671875,0.16552734375,0.9182942708333334,0.82763671875,,,1,unanimous,-0.0,0.09201638576377696,unanimous_correct
717,717,1,meningioma,1,0.95703125,0.95703125,0,1,0.96142578125,0.96142578125,0,1,0.521484375,0.521484375,0,0,correct_all,none,0.8133138020833334,0.521484375,0.43994140625,0.8133138020833334,0.521484375,,,1,unanimous,-0.0,0.20963517257664255,unanimous_correct
718,718,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.95947265625,0.95947265625,0,0,correct_all,none,0.9864908854166666,0.95947265625,0.04052734375,0.9864908854166666,0.95947265625,,,1,unanimous,-0.0,0.021227269687740857,unanimous_correct
719,719,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.970703125,0.970703125,0,0,correct_all,none,0.990234375,0.970703125,0.029296875,0.990234375,0.970703125,,,1,unanimous,-0.0,0.015559701424579575,unanimous_correct
720,720,1,meningioma,1,0.97607421875,0.97607421875,0,1,0.91259765625,0.91259765625,0,1,0.97802734375,0.97802734375,0,0,correct_all,none,0.95556640625,0.91259765625,0.0654296875,0.95556640625,0.91259765625,,,1,unanimous,-0.0,0.026048861203339158,unanimous_correct
721,721,1,meningioma,1,1.0,1.0,0,1,0.8291015625,0.8291015625,0,1,0.93505859375,0.93505859375,0,0,correct_all,none,0.92138671875,0.8291015625,0.1708984375,0.92138671875,0.8291015625,,,1,unanimous,-0.0,0.07618784986218352,unanimous_correct
722,722,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.986328125,0.986328125,0,0,correct_all,none,0.9954427083333334,0.986328125,0.013671875,0.9954427083333334,0.986328125,,,1,unanimous,-0.0,0.007033538131187296,unanimous_correct
723,723,1,meningioma,1,0.9912109375,0.9912109375,0,1,0.9560546875,0.9560546875,0,1,0.5888671875,0.5888671875,0,0,correct_all,none,0.8453776041666666,0.5888671875,0.40234375,0.8453776041666666,0.5888671875,,,1,unanimous,-0.0,0.23145444954636551,unanimous_correct
724,724,1,meningioma,1,0.986328125,0.986328125,0,1,0.94970703125,0.94970703125,0,0,0.544921875,0.35791015625,1,1,one_model_failure,EffNet,0.8269856770833334,0.544921875,0.44140625,0.7646484375,0.35791015625,0.544921875,0.35791015625,2,split_2_1,0.9182958340544896,0.39157164792423127,disagreement
725,725,1,meningioma,1,0.9716796875,0.9716796875,0,1,0.984375,0.984375,0,2,0.9912109375,0.0083770751953125,1,1,one_model_failure,EffNet,0.982421875,0.9716796875,0.01953125,0.6548105875651041,0.0083770751953125,0.9912109375,0.0083770751953125,2,split_2_1,0.9182958340544896,0.808574925727084,disagreement
726,726,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.8427734375,0.8427734375,0,0,correct_all,none,0.9475911458333334,0.8427734375,0.1572265625,0.9475911458333334,0.8427734375,,,1,unanimous,-0.0,0.08643835980869566,unanimous_correct
727,727,1,meningioma,1,0.9873046875,0.9873046875,0,1,1.0,1.0,0,1,0.6064453125,0.6064453125,0,0,correct_all,none,0.8645833333333334,0.6064453125,0.3935546875,0.8645833333333334,0.6064453125,,,1,unanimous,-0.0,0.2162783800240909,unanimous_correct
728,728,1,meningioma,1,0.9990234375,0.9990234375,0,1,0.78125,0.78125,0,0,0.9697265625,0.0292816162109375,1,1,one_model_failure,EffNet,0.9166666666666666,0.78125,0.2177734375,0.6031850179036459,0.0292816162109375,0.9697265625,0.0292816162109375,2,split_2_1,0.9182958340544896,0.6518349477967944,disagreement
729,729,1,meningioma,1,0.9990234375,0.9990234375,0,1,1.0,1.0,0,1,0.916015625,0.916015625,0,0,correct_all,none,0.9716796875,0.916015625,0.083984375,0.9716796875,0.916015625,,,1,unanimous,-0.0,0.04325502060137362,unanimous_correct
730,730,1,meningioma,1,0.95947265625,0.95947265625,0,0,0.88720703125,0.11273193359375,1,1,0.72412109375,0.72412109375,0,1,one_model_failure,ResNet,0.85693359375,0.72412109375,0.2353515625,0.5987752278645834,0.11273193359375,0.88720703125,0.11273193359375,2,split_2_1,0.9182958340544896,0.4390190163975124,disagreement
731,731,1,meningioma,1,1.0,1.0,0,1,0.9853515625,0.9853515625,0,2,0.53857421875,0.410888671875,1,1,one_model_failure,EffNet,0.84130859375,0.53857421875,0.46142578125,0.7987467447916666,0.410888671875,0.53857421875,0.410888671875,2,split_2_1,0.9182958340544896,0.36181913451070846,disagreement
732,732,1,meningioma,1,0.9912109375,0.9912109375,0,1,0.9951171875,0.9951171875,0,1,0.97998046875,0.97998046875,0,0,correct_all,none,0.98876953125,0.97998046875,0.01513671875,0.98876953125,0.97998046875,,,1,unanimous,-0.0,0.006348128437845241,unanimous_correct
733,733,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.998046875,0.998046875,0,0,correct_all,none,0.9993489583333334,0.998046875,0.001953125,0.9993489583333334,0.998046875,,,1,unanimous,-0.0,0.001113596915892837,unanimous_correct
734,734,1,meningioma,1,1.0,1.0,0,1,0.9990234375,0.9990234375,0,1,0.98095703125,0.98095703125,0,0,correct_all,none,0.9933268229166666,0.98095703125,0.01904296875,0.9933268229166666,0.98095703125,,,1,unanimous,-0.0,0.008916202188467386,unanimous_correct
735,735,1,meningioma,1,0.9990234375,0.9990234375,0,1,0.9970703125,0.9970703125,0,1,0.986328125,0.986328125,0,0,correct_all,none,0.994140625,0.986328125,0.0126953125,0.994140625,0.986328125,,,1,unanimous,-0.0,0.0037787627756666123,unanimous_correct
736,736,1,meningioma,1,0.89990234375,0.89990234375,0,3,0.595703125,0.37744140625,1,1,0.8642578125,0.8642578125,0,1,one_model_failure,ResNet,0.78662109375,0.595703125,0.30419921875,0.7138671875,0.37744140625,0.595703125,0.37744140625,2,split_2_1,0.9182958340544896,0.20565175924101142,disagreement
737,737,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.65087890625,0.65087890625,0,0,correct_all,none,0.8836263020833334,0.65087890625,0.34912109375,0.8836263020833334,0.65087890625,,,1,unanimous,-0.0,0.207781052405129,unanimous_correct
738,738,1,meningioma,1,0.9990234375,0.9990234375,0,1,0.94482421875,0.94482421875,0,1,0.9208984375,0.9208984375,0,0,correct_all,none,0.9549153645833334,0.9208984375,0.078125,0.9549153645833334,0.9208984375,,,1,unanimous,-0.0,0.03984628053097233,unanimous_correct
739,739,1,meningioma,1,0.9951171875,0.9951171875,0,1,1.0,1.0,0,1,0.91259765625,0.91259765625,0,0,correct_all,none,0.96923828125,0.91259765625,0.08740234375,0.96923828125,0.91259765625,,,1,unanimous,-0.0,0.04162796456287965,unanimous_correct
740,740,1,meningioma,1,0.87353515625,0.87353515625,0,0,0.85888671875,0.135986328125,1,2,0.51904296875,0.451904296875,1,2,two_model_failures,ResNet+EffNet,0.75048828125,0.51904296875,0.3544921875,0.4871419270833333,0.135986328125,0.68896484375,0.2939453125,3,split_1_1_1,1.584962500721156,0.7510734266486225,disagreement
741,741,1,meningioma,1,0.9990234375,0.9990234375,0,1,1.0,1.0,0,1,0.97265625,0.97265625,0,0,correct_all,none,0.9905598958333334,0.97265625,0.02734375,0.9905598958333334,0.97265625,,,1,unanimous,-0.0,0.013434431973111394,unanimous_correct
742,742,1,meningioma,1,0.94384765625,0.94384765625,0,3,0.5234375,0.17236328125,1,1,0.51416015625,0.51416015625,0,1,one_model_failure,ResNet,0.6604817708333334,0.51416015625,0.4296875,0.54345703125,0.17236328125,0.5234375,0.17236328125,2,split_2_1,0.9182958340544896,0.36304030077419513,disagreement
743,743,1,meningioma,1,0.97607421875,0.97607421875,0,1,0.9921875,0.9921875,0,1,0.748046875,0.748046875,0,0,correct_all,none,0.9054361979166666,0.748046875,0.244140625,0.9054361979166666,0.748046875,,,1,unanimous,-0.0,0.10795783423226596,unanimous_correct
744,744,1,meningioma,1,1.0,1.0,0,1,0.97607421875,0.97607421875,0,1,0.984375,0.984375,0,0,correct_all,none,0.98681640625,0.97607421875,0.02392578125,0.98681640625,0.97607421875,,,1,unanimous,-0.0,0.01119987426007836,unanimous_correct
745,745,1,meningioma,1,1.0,1.0,0,1,0.9697265625,0.9697265625,0,1,0.740234375,0.740234375,0,0,correct_all,none,0.9033203125,0.740234375,0.259765625,0.9033203125,0.740234375,,,1,unanimous,-0.0,0.14617354719638037,unanimous_correct
746,746,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.98193359375,0.98193359375,0,0,correct_all,none,0.9939778645833334,0.98193359375,0.01806640625,0.9939778645833334,0.98193359375,,,1,unanimous,-0.0,0.009474433100954853,unanimous_correct
747,747,1,meningioma,1,0.9970703125,0.9970703125,0,1,0.9970703125,0.9970703125,0,1,0.8935546875,0.8935546875,0,0,correct_all,none,0.9625651041666666,0.8935546875,0.103515625,0.9625651041666666,0.8935546875,,,1,unanimous,-0.0,0.05032687869817323,unanimous_correct
748,748,1,meningioma,1,1.0,1.0,0,1,0.98388671875,0.98388671875,0,1,0.72265625,0.72265625,0,0,correct_all,none,0.9021809895833334,0.72265625,0.27734375,0.9021809895833334,0.72265625,,,1,unanimous,-0.0,0.14011653310007083,unanimous_correct
749,749,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.61376953125,0.61376953125,0,0,correct_all,none,0.8712565104166666,0.61376953125,0.38623046875,0.8712565104166666,0.61376953125,,,1,unanimous,-0.0,0.2326508844616309,unanimous_correct
750,750,1,meningioma,1,1.0,1.0,0,1,0.98828125,0.98828125,0,2,0.51708984375,0.469970703125,1,1,one_model_failure,EffNet,0.8351236979166666,0.51708984375,0.48291015625,0.8194173177083334,0.469970703125,0.51708984375,0.469970703125,2,split_2_1,0.9182958340544896,0.31795262478411374,disagreement
751,751,1,meningioma,1,1.0,1.0,0,1,0.998046875,0.998046875,0,1,0.8525390625,0.8525390625,0,0,correct_all,none,0.9501953125,0.8525390625,0.1474609375,0.9501953125,0.8525390625,,,1,unanimous,-0.0,0.07737489798724673,unanimous_correct
752,752,1,meningioma,1,0.93359375,0.93359375,0,3,0.64453125,0.32470703125,1,1,0.95166015625,0.95166015625,0,1,one_model_failure,ResNet,0.84326171875,0.64453125,0.30712890625,0.7366536458333334,0.32470703125,0.64453125,0.32470703125,2,split_2_1,0.9182958340544896,0.3994504085161489,disagreement
753,753,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.896484375,0.896484375,0,0,correct_all,none,0.9654947916666666,0.896484375,0.103515625,0.9654947916666666,0.896484375,,,1,unanimous,-0.0,0.05625364571913796,unanimous_correct
754,754,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.9990234375,0.9990234375,0,0,correct_all,none,0.9996744791666666,0.9990234375,0.0009765625,0.9996744791666666,0.9990234375,,,1,unanimous,-0.0,0.00029870660794948257,unanimous_correct
755,755,1,meningioma,1,0.9248046875,0.9248046875,0,1,0.70703125,0.70703125,0,1,0.8984375,0.8984375,0,0,correct_all,none,0.8434244791666666,0.70703125,0.2177734375,0.8434244791666666,0.70703125,,,1,unanimous,-0.0,0.058921378730338314,unanimous_correct
756,756,1,meningioma,1,0.99609375,0.99609375,0,1,1.0,1.0,0,1,0.58251953125,0.58251953125,0,0,correct_all,none,0.8595377604166666,0.58251953125,0.41748046875,0.8595377604166666,0.58251953125,,,1,unanimous,-0.0,0.24736260206398092,unanimous_correct
757,757,1,meningioma,1,0.99609375,0.99609375,0,1,1.0,1.0,0,1,0.970703125,0.970703125,0,0,correct_all,none,0.9889322916666666,0.970703125,0.029296875,0.9889322916666666,0.970703125,,,1,unanimous,-0.0,0.011617476630422202,unanimous_correct
758,758,1,meningioma,1,1.0,1.0,0,1,0.9990234375,0.9990234375,0,1,0.94189453125,0.94189453125,0,0,correct_all,none,0.9803059895833334,0.94189453125,0.05810546875,0.9803059895833334,0.94189453125,,,1,unanimous,-0.0,0.02936180342648749,unanimous_correct
759,759,1,meningioma,1,1.0,1.0,0,1,0.97412109375,0.97412109375,0,1,0.95263671875,0.95263671875,0,0,correct_all,none,0.9755859375,0.95263671875,0.04736328125,0.9755859375,0.95263671875,,,1,unanimous,-0.0,0.016326785826505402,unanimous_correct
760,760,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.998046875,0.998046875,0,0,correct_all,none,0.9993489583333334,0.998046875,0.001953125,0.9993489583333334,0.998046875,,,1,unanimous,-0.0,0.0007353486394061359,unanimous_correct
761,761,1,meningioma,1,0.98193359375,0.98193359375,0,1,0.994140625,0.994140625,0,1,0.9208984375,0.9208984375,0,0,correct_all,none,0.9656575520833334,0.9208984375,0.0732421875,0.9656575520833334,0.9208984375,,,1,unanimous,-0.0,0.0238589765001421,unanimous_correct
762,762,1,meningioma,1,1.0,1.0,0,1,0.994140625,0.994140625,0,1,0.92822265625,0.92822265625,0,0,correct_all,none,0.97412109375,0.92822265625,0.07177734375,0.97412109375,0.92822265625,,,1,unanimous,-0.0,0.03196820741328607,unanimous_correct
763,763,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.900390625,0.900390625,0,0,correct_all,none,0.966796875,0.900390625,0.099609375,0.966796875,0.900390625,,,1,unanimous,-0.0,0.05345332762840127,unanimous_correct
764,764,1,meningioma,1,0.9892578125,0.9892578125,0,1,0.9990234375,0.9990234375,0,0,0.84423828125,0.1353759765625,1,1,one_model_failure,EffNet,0.9441731770833334,0.84423828125,0.15478515625,0.7078857421875,0.1353759765625,0.84423828125,0.1353759765625,2,split_2_1,0.9182958340544896,0.6659102174146281,disagreement
765,765,1,meningioma,1,0.9990234375,0.9990234375,0,1,0.599609375,0.599609375,0,1,0.86572265625,0.86572265625,0,0,correct_all,none,0.8214518229166666,0.599609375,0.3994140625,0.8214518229166666,0.599609375,,,1,unanimous,-0.0,0.16812970658308202,unanimous_correct
766,766,1,meningioma,1,1.0,1.0,0,1,0.998046875,0.998046875,0,1,0.94921875,0.94921875,0,0,correct_all,none,0.982421875,0.94921875,0.05078125,0.982421875,0.94921875,,,1,unanimous,-0.0,0.02470562227593666,unanimous_correct
767,767,1,meningioma,1,1.0,1.0,0,1,0.9990234375,0.9990234375,0,1,0.7294921875,0.7294921875,0,0,correct_all,none,0.9095052083333334,0.7294921875,0.2705078125,0.9095052083333334,0.7294921875,,,1,unanimous,-0.0,0.15442534151099585,unanimous_correct
768,768,1,meningioma,1,0.97607421875,0.97607421875,0,1,0.91259765625,0.91259765625,0,1,0.97802734375,0.97802734375,0,0,correct_all,none,0.95556640625,0.91259765625,0.0654296875,0.95556640625,0.91259765625,,,1,unanimous,-0.0,0.026048861203339158,unanimous_correct
769,769,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.9453125,0.9453125,0,0,correct_all,none,0.9817708333333334,0.9453125,0.0546875,0.9817708333333334,0.9453125,,,1,unanimous,-0.0,0.029432803575073302,unanimous_correct
770,770,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.50439453125,0.50439453125,0,0,correct_all,none,0.8347981770833334,0.50439453125,0.49560546875,0.8347981770833334,0.50439453125,,,1,unanimous,-0.0,0.31249472666661976,unanimous_correct
771,771,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.49658203125,0.49658203125,0,0,correct_all,none,0.8321940104166666,0.49658203125,0.50341796875,0.8321940104166666,0.49658203125,,,1,unanimous,-0.0,0.3186583167539789,unanimous_correct
772,772,1,meningioma,1,1.0,1.0,0,1,0.998046875,0.998046875,0,1,0.99609375,0.99609375,0,0,correct_all,none,0.998046875,0.99609375,0.00390625,0.998046875,0.99609375,,,1,unanimous,-0.0,0.0011124696761627,unanimous_correct
773,773,1,meningioma,1,1.0,1.0,0,1,1.0,1.0,0,1,0.97998046875,0.97998046875,0,0,correct_all,none,0.9933268229166666,0.97998046875,0.02001953125,0.9933268229166666,0.97998046875,,,1,unanimous,-0.0,0.010391587746384254,unanimous_correct
774,774,1,meningioma,1,0.96533203125,0.96533203125,0,1,0.9267578125,0.9267578125,0,1,0.87353515625,0.87353515625,0,0,correct_all,none,0.921875,0.87353515625,0.091796875,0.921875,0.87353515625,,,1,unanimous,-0.0,0.027985937815577178,unanimous_correct
